"numbers","solutions","solvable","amt","solved_rate","mean_time","std_time"
"[2,4,7,8]","['(7×2-8)×4','8×7/2-4','7×4-8/2']",true,19.54,0.763,17.24,7.47
"[2,4,7,9]","['4×2+9+7','(9+7-4)×2']",true,14.33,0.804,13.43,6.37
"[2,4,7,10]","['(10-7)×4×2','(4-2)×7+10','7×4/2+10','(10-2)×(7-4)']",true,8.56,0.912,8.82,3.86
"[2,4,7,11]","['11+7+4+2','(4+2)×(11-7)','(11+2-7)×4']",true,8.68,0.9259999999999999,9.08,3.86
"[2,4,7,12]","['(7+2)×4-12','12/(4-7/2)']",true,116.99,0.275,31.26,18.75
"[2,4,8,8]","['4×2+8+8','(4-2)×8+8','8×4/2+8','(8-2)×(8-4)','(8+8-4)×2']",true,8.25,0.937,8.89,4.13
"[2,4,8,9]","['(9-4-2)×8']",true,10.39,0.835,10.03,4.55
"[2,4,8,10]","['10+8+4+2','10×4-8×2','(8×2-10)×4','(10-4)×8/2','(10-8/2)×4','(10+2)×8/4','10×2+8-4','8×4+2-10','(10-2)×4-8','(8/4+10)×2','(10×4+8)/2']",true,7.58,0.978,8.07,2.66
"[2,4,8,11]","['(11-8)×4×2','(11-4×2)×8','11×2+8/4','11×8/4+2']",true,8.3,0.929,8.6,3.65
"[2,4,8,12]","['(4+2)×(12-8)','(8-4-2)×12','8×2+12-4','(12+2-8)×4','(8-4)×12/2','(12+4)×2-8','(12-4)×2+8']",true,8.38,0.94,9.08,4.28
"[2,4,8,13]","['13×2-8/4','13×8/4-2']",true,13.23,0.821,12.37,6
"[2,4,9,9]","['9+9+4+2']",true,8.9,0.902,9.04,3.95
"[2,4,9,10]","['9×2+10-4','9×4-10-2']",true,14.52,0.794,13.3,6.08
"[2,4,9,12]","['(12-9)×4×2','(9×2-12)×4','12/(9/2-4)','(9×4+12)/2','(12/4+9)×2']",true,11.52,0.873,11.48,4.9
"[2,4,9,13]","['(4+2)×(13-9)','13+9+4-2','4/2+13+9','(13+2-9)×4']",true,8.17,0.9390000000000001,8.57,3.53
"[2,4,10,10]","['(4/10+2)×10']",true,116.36,0.26,30.52,19.71
"[2,4,10,11]","['11×4-10×2','(11-10/2)×4','(11-4)×2+10']",true,15.73,0.7959999999999999,14.41,6.58
"[2,4,10,12]","['(10-4×2)×12','12+10+4-2','4/2+12+10','(10-2)×12/4','(10-4)×2+12','12/(10/4-2)']",true,7.43,0.966,8.1,3.22
"[2,4,10,13]","['(13-10)×4×2','(13+4)×2-10']",true,8.89,0.892,9.31,4.55
"[2,4,11,11]","['11+11+4-2','4/2+11+11']",true,5.94,0.9620000000000001,6.36,2.34
"[2,4,11,12]","['(11-2)×4-12']",true,66.98,0.39899999999999997,25.01,14.65
"[2,4,12,12]","['12×12/(4+2)','12×4-12×2','(12/2-4)×12','(12-12/2)×4']",true,10.25,0.858,10.14,4.71
"[2,4,13,13]","['13+13+2-4','13+13-4/2']",true,6.94,0.9590000000000001,7.48,2.76
"[2,5,5,7]","['7×2+5+5']",true,12.33,0.821,11.77,4.99
"[2,5,5,8]","['(5/5+2)×8']",true,7.08,0.8859999999999999,7.29,3.23
"[2,5,5,9]","['5×2+9+5','(5-2)×5+9']",true,16.2,0.785,14.74,6.1
"[2,5,5,10]","['(5-2/10)×5']",true,191.41,0.21600000000000003,24.53,17.32
"[2,5,5,11]","['(5+2)×5-11','(5/5+11)×2']",true,7.92,0.8320000000000001,7.85,3.55
"[2,5,5,12]","['12+5+5+2','12×2+5-5']",true,5.47,0.988,5.88,1.96
"[2,5,5,13]","['(13-5)×(5-2)','(5×5-13)×2','(13-5/5)×2']",true,7.02,0.9229999999999999,7.46,2.86
"[2,5,6,6]","['(5×2-6)×6','(5-2)×6+6']",true,11.91,0.782,10.44,6.03
"[2,5,6,7]","['(7+2-5)×6','6×2+7+5','(7-5)×6×2']",true,8.24,0.924,8.68,3.67
"[2,5,6,8]","['5×2+8+6','(6+2-5)×8','(6+2)×(8-5)','6×5+2-8','(8-2)×5-6']",true,7.54,0.955,8.03,3.05
"[2,5,6,9]","['6×5/2+9']",true,54.49,0.446,28.34,14.23
"[2,5,6,10]","['(5-2)×10-6','10×6×2/5','(10+5)×2-6','(10/5+2)×6']",true,9.63,0.884,9.8,4.63
"[2,5,6,11]","['11+6+5+2','(11-5-2)×6','(11-5)×(6-2)','(11+6-5)×2']",true,6.76,0.963,7.25,2.64
"[2,5,6,12]","['12×6/(5-2)','12×5/2-6','(5-6/2)×12','(6-5)×12×2','6×5-12/2']",true,6.45,0.9540000000000001,6.86,2.56
"[2,5,6,13]","['(13-5)×6/2','(13+5-6)×2']",true,8.12,0.915,8.51,3.61
"[2,5,7,7]","['5×2+7+7']",true,11.04,0.823,10.5,4.71
"[2,5,7,8]","['(5×2-7)×8']",true,87.16,0.33399999999999996,28.84,16.25
"[2,5,7,9]","['7×5-9-2']",true,35.81,0.532,24.02,10.62
"[2,5,7,10]","['10+7+5+2','(10+2)×(7-5)','(10+7-5)×2']",true,8.97,0.9209999999999999,9.33,3.78
"[2,5,7,11]","['11×2+7-5','(7-5)×11+2','(11×5-7)/2']",true,12.56,0.8220000000000001,11.97,5.94
"[2,5,7,13]","['13×2+5-7','7×5+2-13','(7×5+13)/2','(7-5)×13-2']",true,12.31,0.84,12.05,5.81
"[2,5,8,8]","['8×5-8×2','(8×5+8)/2']",true,15.74,0.716,12.2,6.91
"[2,5,8,9]","['9+8+5+2','9×8/(5-2)','(8-2)×(9-5)','(9+8-5)×2']",true,9.26,0.9279999999999999,9.61,3.82
"[2,5,8,10]","['(10-5-2)×8','(10-2)×(8-5)']",true,11.99,0.828,11.16,4.89
"[2,5,8,11]","['(11-5)×8/2','(11+5)×2-8']",true,10.29,0.8590000000000001,10.45,5.18
"[2,5,8,12]","['(5×2-8)×12','(8+2)×12/5']",true,34.66,0.546,18.65,10.33
"[2,5,8,13]","['(13-5×2)×8','13+8+5-2','8×2+13-5','(13+2)×8/5','(13-5)×2+8']",true,9.17,0.9309999999999999,9.63,3.94
"[2,5,9,10]","['10×2+9-5']",true,14.94,0.7809999999999999,13.46,6.36
"[2,5,9,11]","['(5-2)×11-9','9×2+11-5','(9-2)×5-11']",true,15.61,0.7659999999999999,13.65,7.23
"[2,5,9,12]","['(9-5-2)×12','12+9+5-2','12/(5-9/2)','(9-5)×12/2']",true,7.22,0.9570000000000001,7.67,2.92
"[2,5,10,10]","['(10+2)×10/5','(10/5+10)×2']",true,10.8,0.787,9.94,4.23
"[2,5,10,11]","['11+10+5-2','11×2+10/5','11×10/5+2']",true,8.53,0.943,9.09,3.67
"[2,5,10,12]","['(12+5)×2-10','(12-5)×2+10']",true,25.59,0.647,18.56,9
"[2,5,10,13]","['10×5-13×2','13×2-10/5','13×10/5-2']",true,13.14,0.8220000000000001,12.66,6.05
"[2,5,11,12]","['12/(11/2-5)','(11-5)×2+12']",true,12.56,0.772,10.88,5.66
"[2,5,12,12]","['(12-5×2)×12','(5-2)×12-12','(12-2)×12/5','(12×5-12)/2']",true,7.23,0.833,7.55,4.19
"[2,5,12,13]","['12/2+13+5','(13+5)×2-12']",true,31.7,0.5820000000000001,22.49,10.09
"[2,6,6,6]","['6×2+6+6','6×6-6×2','6×6/2+6']",true,7.61,0.961,8.13,3.05
"[2,6,6,7]","['(7-6/2)×6','(7-2)×6-6','(7×6+6)/2']",true,12.85,0.784,11.18,5.89
"[2,6,6,8]","['(8-6)×6×2','(6×2-8)×6','(8+2-6)×6','(6-6/2)×8','(6/6+2)×8']",true,6.88,0.9570000000000001,7.49,3.02
"[2,6,6,9]","['(6+2)×(9-6)','(9+6)×2-6','(9×6-6)/2']",true,17.45,0.725,13.7,6.89
"[2,6,6,10]","['10+6+6+2','10×6/2-6','6×6-10-2']",true,8.66,0.94,9.12,3.63
"[2,6,6,11]","['(6/6+11)×2']",true,7.74,0.831,7.51,3.24
"[2,6,6,12]","['(12-6-2)×6','(12-6)×(6-2)','12×2+6-6','(6×6+12)/2','(12/6+2)×6']",true,6.46,0.977,7.03,2.6
"[2,6,6,13]","['(13-6/6)×2']",true,7.72,0.85,7.68,3.22
"[2,6,7,8]","['(7+2-6)×8','(8+7)×2-6']",true,8.94,0.8959999999999999,9.24,4.04
"[2,6,7,9]","['9+7+6+2','(9-7)×6×2','(9+2-7)×6','7×6-9×2']",true,7.34,0.961,7.85,3.01
"[2,6,7,10]","['(6+2)×(10-7)','(7×2-10)×6']",true,19.24,0.6990000000000001,13.62,7.59
"[2,6,7,11]","['(11+7-6)×2']",true,11.29,0.825,10.81,5.3
"[2,6,7,12]","['(7-6)×12×2']",true,7.1,0.9229999999999999,7.33,3.01
"[2,6,7,13]","['13+7+6-2','(13-7)×(6-2)','(13-7-2)×6','(13+6-7)×2']",true,7.11,0.9670000000000001,7.51,2.7
"[2,6,8,8]","['8+8+6+2','(6-2)×8-8','(8-8/2)×6']",true,9.63,0.9279999999999999,10.04,4.14
"[2,6,8,9]","['(6×2-9)×8','9×8×2/6']",true,18.5,0.731,15.67,6.8
"[2,6,8,10]","['(10-8)×6×2','(10+2-8)×6','(8-2)×(10-6)','(10+2)×(8-6)','(10+8-6)×2','(10+6)×2-8','8/(2-10/6)']",true,7.95,0.934,8.47,3.57
"[2,6,8,11]","['(6+2)×(11-8)','(11-6-2)×8','11×2+8-6','(8-6)×11+2']",true,7.81,0.935,8.29,3.46
"[2,6,8,12]","['12+8+6-2','12×8/(6-2)','(8×2-12)×6','(8-2)×6-12','(12-6)×8/2','(6-8/2)×12','8×6-12×2']",true,10.55,0.9420000000000001,11.28,4.55
"[2,6,8,13]","['6/2+13+8','13×2+6-8','(8-6)×13-2']",true,11.21,0.866,11.1,5.13
"[2,6,9,9]","['(9+9-6)×2','(6/9+2)×9']",true,29.42,0.575,15.56,9.18
"[2,6,9,10]","['(10-2)×(9-6)','(9-10/2)×6']",true,18.71,0.695,14.93,6.77
"[2,6,9,11]","['(11-9)×6×2','11+9+6-2','11×6/2-9','(11+2-9)×6']",true,7.56,0.958,8.08,3.18
"[2,6,9,12]","['(6+2)×(12-9)','(6-2)×9-12','6/2+12+9','9×2+12-6','12/(2-9/6)']",true,15.05,0.8290000000000001,14.06,6.67
"[2,6,10,10]","['10+10+6-2','10×2+10-6']",true,7.25,0.9590000000000001,7.78,3.05
"[2,6,10,11]","['6/2+11+10','(11+6)×2-10']",true,16.5,0.74,13.78,7.07
"[2,6,10,12]","['(10-6-2)×12','(12-10)×6×2','(6×2-10)×12','(10+2)×12/6','(12+2-10)×6','(10-6)×12/2','(10-12/2)×6','(10×6-12)/2','(12/6+10)×2']",true,7.01,0.9540000000000001,7.47,2.78
"[2,6,10,13]","['(6+2)×(13-10)','10/2+13+6','(13-6)×2+10']",true,12.07,0.848,11.67,5.62
"[2,6,11,12]","['11×2+12/6','12/(6-11/2)','12×11/6+2']",true,16.24,0.772,14.41,6.63
"[2,6,11,13]","['(13-11)×6×2','(13+2-11)×6']",true,7.82,0.9009999999999999,8.01,3.44
"[2,6,12,12]","['12×6/2-12','12/2+12+6','(12+6)×2-12','(12-6)×2+12']",true,10.27,0.892,10.66,5.14
"[2,6,12,13]","['13×2-12/6','12/(13/2-6)','13×12/6-2']",true,15.13,0.785,13.77,6.11
"[2,7,7,8]","['8+7+7+2','(7/7+2)×8']",true,5.65,0.9690000000000001,5.98,2.02
"[2,7,7,10]","['(10/7+2)×7']",true,90.16,0.276,28.11,13.67
"[2,7,7,11]","['(7-2)×7-11','(7/7+11)×2']",true,7.95,0.863,7.99,3.74
"[2,7,7,12]","['12+7+7-2','12×2+7-7']",true,5.3,0.988,5.69,1.9
"[2,7,7,13]","['(13-7/7)×2']",true,7.28,0.863,7.38,3.13
"[2,7,8,8]","['(8+2-7)×8','(7-8/2)×8','(8×7-8)/2']",true,7.78,0.9259999999999999,8.16,3.19
"[2,7,8,9]","['(9+7)×2-8']",true,76.32,0.387,19.6,12.12
"[2,7,8,11]","['(7×2-11)×8','11+8+7-2','(8-2)×(11-7)','(11+8-7)×2']",true,8.23,0.9490000000000001,8.76,3.58
"[2,7,8,12]","['(12-7-2)×8','(8-7)×12×2']",true,6.37,0.9520000000000001,6.83,2.6
"[2,7,8,13]","['(13-7)×8/2','8/2+13+7','(13+7-8)×2']",true,7.48,0.9420000000000001,8,3.17
"[2,7,9,10]","['10+9+7-2','(10+2)×(9-7)','(10+9-7)×2']",true,8.25,0.94,8.66,3.26
"[2,7,9,11]","['11×2+9-7','(9-7)×11+2']",true,12.03,0.8370000000000001,11.6,5.5
"[2,7,9,13]","['9×2+13-7','13×2+7-9','(9-7)×13-2']",true,9.86,0.8740000000000001,10.04,4.92
"[2,7,10,10]","['(10-2)×(10-7)','(10+7)×2-10']",true,17.77,0.6779999999999999,13.95,6.11
"[2,7,10,11]","['10×7/2-11','10×2+11-7']",true,13.84,0.7859999999999999,12.62,6.25
"[2,7,10,12]","['12×10/(7-2)','10/2+12+7','(7-10/2)×12']",true,19.58,0.705,16.12,7.12
"[2,7,11,12]","['(11-7-2)×12','(11-7)×12/2','12/2+11+7','(11+7)×2-12']",true,8.35,0.914,8.69,3.48
"[2,7,12,12]","['(7×2-12)×12','(12+2)×12/7']",true,22.11,0.621,12.95,7.89
"[2,7,12,13]","['12/(7-13/2)','(13-7)×2+12']",true,11.06,0.804,10.17,5.11
"[2,8,8,8]","['8×8/2-8','(8+8)×2-8','(8/8+2)×8']",true,7.25,0.938,7.83,3.39
"[2,8,8,9]","['(9+2-8)×8']",true,8.16,0.904,8.5,3.44
"[2,8,8,10]","['10+8+8-2','(8-10/2)×8']",true,9.27,0.9279999999999999,9.51,3.81
"[2,8,8,11]","['(8/8+11)×2']",true,8.54,0.84,8.24,3.61
"[2,8,8,12]","['(8-2)×(12-8)','8/2+12+8','12×2+8-8']",true,6.01,0.975,6.54,2.48
"[2,8,8,13]","['(13-8-2)×8','(8×2-13)×8','(13-8/8)×2']",true,6.58,0.93,7.02,2.65
"[2,8,9,9]","['9+9+8-2','(9/9+2)×8']",true,5.8,0.9640000000000001,6.22,2.13
"[2,8,9,10]","['(10+2-9)×8','(9+8)×2-10']",true,8.35,0.887,8.55,3.86
"[2,8,9,11]","['8/2+11+9','(11+9-8)×2']",true,8.93,0.9079999999999999,9.35,3.94
"[2,8,9,12]","['9×8/2-12','(9-8)×12×2','(9-12/2)×8','(8/12+2)×9']",true,6.7,0.953,7.13,2.78
"[2,8,9,13]","['(8-2)×(13-9)','(13+8-9)×2','9/(2-13/8)']",true,8.48,0.9,8.65,3.72
"[2,8,10,10]","['8/2+10+10','(10+2)×(10-8)','(10+10-8)×2','(10/10+2)×8']",true,6.01,0.955,6.36,2.11
"[2,8,10,11]","['(11+2-10)×8','(10-2)×(11-8)','10/2+11+8','11×2+10-8','(10-8)×11+2']",true,6.56,0.95,7.07,2.71
"[2,8,10,12]","['10×2+12-8','12/2+10+8','(10+8)×2-12']",true,18.48,0.8029999999999999,17.06,7.86
"[2,8,10,13]","['13×2+8-10','(10-8)×13-2']",true,13.91,0.809,13.04,6.27
"[2,8,11,11]","['(11/11+2)×8']",true,6.49,0.889,6.66,2.84
"[2,8,11,12]","['(12+2-11)×8']",true,8.68,0.884,8.9,4.23
"[2,8,12,12]","['(12-8-2)×12','12×12/(8-2)','(12-8)×12/2','(8-12/2)×12','12/(2-12/8)','(12/12+2)×8']",true,7.01,0.953,7.36,2.61
"[2,8,12,13]","['(13+2-12)×8']",true,7.68,0.898,7.95,3.55
"[2,8,13,13]","['(13/13+2)×8']",true,6.18,0.902,6.49,2.62
"[2,9,9,11]","['(9/9+11)×2']",true,7.09,0.875,7.12,2.81
"[2,9,9,12]","['12×2+9-9','12/2+9+9','(9+9)×2-12']",true,5.36,0.9740000000000001,5.79,2.01
"[2,9,9,13]","['(13-9/9)×2']",true,7.16,0.887,7.25,2.65
"[2,9,10,10]","['10/2+10+9']",true,22.99,0.62,17.29,7.78
"[2,9,10,11]","['(10+2)×(11-9)','(11+10-9)×2']",true,8.63,0.888,8.57,3.39
"[2,9,10,12]","['(10-2)×(12-9)','(10-9)×12×2']",true,7.28,0.941,7.63,2.89
"[2,9,10,13]","['10×2+13-9','(13+9-10)×2']",true,8.87,0.9009999999999999,9.36,4.17
"[2,9,11,11]","['11×2+11-9','(11-9)×11+2']",true,8.95,0.894,9.29,4.06
"[2,9,11,13]","['13×2+9-11','(11-9)×13-2']",true,12.49,0.82,11.79,5.68
"[2,9,12,13]","['(13-9-2)×12','(13-9)×12/2']",true,8.64,0.9079999999999999,9.03,3.91
"[2,9,13,13]","['(13+9)/2+13']",true,111.17,0.251,32.13,19.96
"[2,10,10,11]","['(10/10+11)×2']",true,7.59,0.85,7.41,3.02
"[2,10,10,12]","['(10+2)×(12-10)','12×2+10-10']",true,5.89,0.972,6.29,2.3
"[2,10,10,13]","['(10-2)×(13-10)','(13-10/10)×2']",true,7.63,0.899,7.84,3.04
"[2,10,11,11]","['(11+11-10)×2']",true,9.39,0.862,9.37,4.07
"[2,10,11,12]","['11×2+12-10','(11-10)×12×2','(12-10)×11+2']",true,6.62,0.958,6.95,2.42
"[2,10,11,13]","['(10+2)×(13-11)','(13+10-11)×2']",true,8.6,0.897,8.66,3.42
"[2,10,12,13]","['13×2+10-12','(12+10)/2+13','(12-10)×13-2']",true,14.51,0.813,13.58,6.28
"[2,11,11,11]","['(11/11+11)×2']",true,6.21,0.897,6.28,2.49
"[2,11,11,12]","['12×2+11-11']",true,5.33,0.9740000000000001,5.74,2.01
"[2,11,11,13]","['11×2+13-11','(11+11)/2+13','(13-11/11)×2','(13-11)×11+2']",true,6.83,0.951,7.36,2.84
"[2,11,12,12]","['(12-11)×12×2','(12/12+11)×2']",true,6.14,0.956,6.56,2.28
"[2,11,12,13]","['(13+11-12)×2','(13+11)/2+12']",true,9.15,0.898,9.57,4.11
"[2,11,13,13]","['13×2+11-13','(13-11)×13-2','(13+13)/2+11','(13/13+11)×2']",true,6.56,0.9420000000000001,6.99,2.58
"[2,12,12,12]","['12×2+12-12','(12+12)/2+12']",true,6.39,0.9840000000000001,6.77,2.44
"[2,12,12,13]","['(13-12)×12×2','(13-12/12)×2']",true,6.43,0.956,6.84,2.43
"[2,12,13,13]","['12×2+13-13']",true,5.5,0.972,5.86,2.03
"[2,13,13,13]","['(13-13/13)×2']",true,6.21,0.909,6.4,2.38
"[3,3,3,3]","['3×3×3-3']",true,6.88,0.96,7.55,3.39
"[3,3,3,4]","['(3×3-3)×4','(4+3)×3+3']",true,12.83,0.82,11.78,5.94
"[3,3,3,5]","['5×3+3×3']",true,10.14,0.856,9.81,4.22
"[3,3,3,6]","['6×3+3+3','(3+3)×3+6','(3/3+3)×6','(6+3)×3-3']",true,6.24,0.977,6.79,2.6
"[3,3,3,7]","['(3+3)×(7-3)','(3/3+7)×3']",true,7.09,0.9209999999999999,7.53,3.29
"[3,3,3,8]","['8×3+3-3']",true,5.07,0.982,5.46,1.82
"[3,3,3,9]","['(9-3/3)×3']",true,9.63,0.8420000000000001,9.58,4.9
"[3,3,3,10]","['10×3-3-3','(10-3)×3+3']",true,6.92,0.9440000000000001,7.49,3.17
"[3,3,3,11]","['11×3-3×3']",true,12.39,0.7859999999999999,11.1,5.61
"[3,3,3,12]","['(3+3)×12/3','3×3+12+3','(3-3/3)×12','(12-3)×3-3']",true,6.17,0.97,6.66,2.46
"[3,3,4,4]","['4×3+4×3','(4×3-4)×3']",true,7.05,0.945,7.41,2.63
"[3,3,4,5]","['(3/3+5)×4','(5-3)×4×3','(5+4)×3-3']",true,7.45,0.94,7.9,3.25
"[3,3,4,6]","['6×4+3-3']",true,5.69,0.978,6.13,2.08
"[3,3,4,7]","['(7-3/3)×4','(7+4-3)×3']",true,7.88,0.903,8.39,3.65
"[3,3,4,8]","['(3+3)×(8-4)','(4-3/3)×8','(4-3)×8×3']",true,6.12,0.9640000000000001,6.46,2.14
"[3,3,4,9]","['4×3+9+3','(9+3-4)×3','(9/3+3)×4']",true,9.6,0.922,9.9,3.86
"[3,3,4,11]","['3×3+11+4','(11-4)×3+3']",true,11.13,0.885,11.18,5.5
"[3,3,4,12]","['(3+3-4)×12','(12-3-3)×4','4×3×3-12','12×3-4×3','(12/3+4)×3']",true,7.81,0.9520000000000001,8.45,3.23
"[3,3,4,13]","['(13-4)×3-3']",true,15.11,0.765,12.74,7.08
"[3,3,5,5]","['5×5-3/3']",true,7.6,0.895,7.87,3.24
"[3,3,5,6]","['6×5-3-3','(3+3)×5-6','(3×3-5)×6','(5-3/3)×6','(5+3)×(6-3)','5×3+6+3','(6+5-3)×3']",true,6.77,0.965,7.38,2.69
"[3,3,5,7]","['(5×3-7)×3']",true,108.12,0.294,30.91,19.93
"[3,3,5,9]","['(3+3)×(9-5)','(5+3)×9/3','(9+3)×(5-3)','(9/3+5)×3']",true,9.77,0.873,9.76,4.06
"[3,3,5,10]","['3×3+10+5','(10+3-5)×3','(3-3/5)×10']",true,13.28,0.83,12.36,5.42
"[3,3,5,12]","['5×3+12-3','(12-5)×3+3']",true,11.66,0.873,11.77,5.3
"[3,3,5,13]","['13+5+3+3','13×3-5×3']",true,11.86,0.852,11.62,4.87
"[3,3,6,6]","['(6/3+6)×3']",true,30.23,0.575,14.99,9.07
"[3,3,6,7]","['7×3+6-3','(6-3)×7+3','(7+3)×3-6']",true,10.61,0.8859999999999999,10.93,4.75
"[3,3,6,8]","['(3×3-6)×8','(6+3)×8/3']",true,12.97,0.7440000000000001,10.8,5.9
"[3,3,6,9]","['3×3+9+6','6×3+9-3','9×3+3-6','(6-3)×9-3','(9+3)×6/3','(9-3)×3+6']",true,9.63,0.9440000000000001,10.27,4.02
"[3,3,6,10]","['(3+3)×(10-6)','(10-3-3)×6','(6×3-10)×3','(10-6/3)×3']",true,10.15,0.866,10.01,4.34
"[3,3,6,11]","['11×3-6-3','(11+3-6)×3','(11-3)×(6-3)']",true,9.58,0.903,9.94,4.55
"[3,3,6,12]","['12+6+3+3','(3+3)×6-12']",true,11.42,0.873,11.66,6.05
"[3,3,6,13]","['(13-3×3)×6','(13-3)×3-6','(13-6)×3+3']",true,10.42,0.863,10.59,5.43
"[3,3,7,7]","['(3/7+3)×7']",true,51.64,0.40700000000000003,13.53,8.22
"[3,3,7,8]","['3×3+8+7']",true,21.74,0.691,17.49,8.32
"[3,3,7,9]","['7×3+9/3','(9-3)×(7-3)','9×7/3+3']",true,9.86,0.909,10.09,3.81
"[3,3,7,11]","['11+7+3+3','(3+3)×(11-7)']",true,8.61,0.922,8.92,3.64
"[3,3,7,12]","['(3×3-7)×12','(12+3-7)×3','(7-3)×3+12']",true,10.53,0.8440000000000001,10.37,5.39
"[3,3,7,13]","['(7×3-13)×3']",true,94.36,0.273,33.82,19.64
"[3,3,8,8]","['8/(3-8/3)']",true,131.38,0.3,16.49,11.42
"[3,3,8,9]","['(9-3-3)×8','(8+3)×3-9','(8-3)×3+9']",true,8.07,0.8859999999999999,8.42,3.9
"[3,3,8,10]","['10+8+3+3','8/(10/3-3)']",true,14.47,0.815,13.81,5.74
"[3,3,8,12]","['(3+3)×(12-8)','(8-3-3)×12','(12-3×3)×8','(12-3)×8/3']",true,8.63,0.915,9.13,3.94
"[3,3,8,13]","['(13+3-8)×3']",true,16.59,0.6920000000000001,11.86,6.48
"[3,3,9,9]","['9+9+3+3','9×3-9/3','(3-3/9)×9','9×9/3-3']",true,7.43,0.9590000000000001,7.78,2.79
"[3,3,9,10]","['10×3+3-9']",true,15.55,0.777,13.99,6.4
"[3,3,9,11]","['(11-3)×9/3','(11-9/3)×3']",true,14.3,0.7959999999999999,13.31,5.83
"[3,3,9,12]","['12×3-9-3','(9+3)×3-12','(9-3)×12/3']",true,11.16,0.873,11.27,5.07
"[3,3,9,13]","['(3+3)×(13-9)']",true,13.29,0.741,11,6.22
"[3,3,10,13]","['3/3+13+10']",true,7.65,0.893,7.92,3.61
"[3,3,11,12]","['(11-3×3)×12','3/3+12+11','11×3+3-12']",true,5.69,0.948,6.13,2.23
"[3,3,11,13]","['13+11+3-3']",true,6.2,0.971,6.74,2.56
"[3,3,12,12]","['12×12/(3+3)','12+12+3-3','(12-12/3)×3']",true,5.4,0.988,5.88,2.04
"[3,3,12,13]","['13+12-3/3','13×3-12-3']",true,6.84,0.934,7.28,2.68
"[3,4,4,4]","['(4+3)×4-4']",true,26.36,0.672,19.02,10.56
"[3,4,4,5]","['(5+4-3)×4','4×4+5+3']",true,9.14,0.912,9.52,4.18
"[3,4,4,6]","['(6-4)×4×3','(4×3-6)×4','(4-3)×6×4','(4+4)×(6-3)','(6/3+4)×4','(4/4+3)×6']",true,5.81,0.9740000000000001,6.15,1.95
"[3,4,4,7]","['(7+3-4)×4','(4/4+7)×3']",true,7.64,0.904,8.09,3.53
"[3,4,4,8]","['4×3+8+4','8×3+4-4','(8-3)×4+4','(4×4-8)×3']",true,5.47,0.9840000000000001,5.9,1.96
"[3,4,4,9]","['9×4-4×3','(4-4/3)×9','(4+4)×9/3','(9-4/4)×3']",true,7.79,0.9079999999999999,8.34,3.4
"[3,4,4,10]","['(10-3)×4-4']",true,15.03,0.769,12.54,6.93
"[3,4,4,11]","['4×4+11-3']",true,15.31,0.7609999999999999,13.14,6.67
"[3,4,4,12]","['(3-4/4)×12','(12/4+3)×4']",true,7.77,0.9059999999999999,8.05,3.35
"[3,4,4,13]","['13+4+4+3','(13-4-3)×4']",true,10.3,0.888,10.38,4.33
"[3,4,5,5]","['5×5+3-4','5×3+5+4']",true,8.09,0.94,8.78,3.79
"[3,4,5,6]","['(5+3-4)×6']",true,10.56,0.8390000000000001,10.3,5.21
"[3,4,5,7]","['4×3+7+5','(7-5)×4×3','(5+3)×(7-4)','5×4+7-3','(7-3)×5+4','(7+5-4)×3']",true,6.86,0.9670000000000001,7.38,2.69
"[3,4,5,8]","['8×4-5-3','(5+3)×4-8','(8+3-5)×4','(8+4)×(5-3)','(5-4)×8×3','(5+4)×8/3']",true,6.6,0.963,7.09,2.7
"[3,4,5,9]","['(5×3-9)×4','(9+4-5)×3']",true,9.65,0.8490000000000001,9.47,4.64
"[3,4,5,10]","['10×4×3/5','(5-3)×10+4']",true,8.56,0.903,8.9,4.12
"[3,4,5,11]","['(4+3)×5-11','11×3-5-4']",true,28.54,0.638,21,10.12
"[3,4,5,12]","['12+5+4+3','(4+3-5)×12','(5+3)×12/4','12×4/(5-3)','12×5/3+4','5×4+12/3','(5×4-12)×3','(12/4+5)×3']",true,7.33,0.971,7.72,2.7
"[3,4,5,13]","['(13+5)×4/3','5×3+13-4']",true,24.58,0.659,18.57,8.77
"[3,4,6,6]","['4×3+6+6','6×6-4×3','(6+4)×3-6','(6+6-4)×3']",true,11.42,0.9059999999999999,11.6,4.73
"[3,4,6,8]","['(8-6)×4×3','(4×3-8)×6','(8+4)×6/3','(8-6/3)×4','(8/4+6)×3']",true,10.95,0.907,11.41,5.07
"[3,4,6,9]","['(9+3-6)×4','(9+3)×(6-4)']",true,11.89,0.8270000000000001,11.27,5.76
"[3,4,6,10]","['6×3+10-4','10×6/3+4','(10+4-6)×3','(10-4)×3+6']",true,9.76,0.9,10.19,4.83
"[3,4,6,11]","['11+6+4+3','(11-4-3)×6','6/(3-11/4)']",true,10.49,0.89,10.69,4.72
"[3,4,6,12]","['12×4×3/6','(12+6)×4/3','(6+3)×4-12','(6×3-12)×4','(12-4)×(6-3)','(6-3)×4+12','(4-6/3)×12']",true,9.4,0.934,9.92,4
"[3,4,6,13]","['(13+3)×6/4','6/(13/4-3)']",true,63.59,0.402,21.05,12.26
"[3,4,7,7]","['7×3+7-4','7×4+3-7','(7-3)×7-4','(7-4)×7+3']",true,8.93,0.941,9.56,3.85
"[3,4,7,8]","['(7-3)×4+8']",true,27.11,0.603,15.33,8.86
